,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
309,310,Luke Kornet,CHI,24,36,11,25,15.5,6.0,            2.3,            5.2,43.9,            0.9,            3.0,28.7,0.6,0.8,71.4,            0.6,            1.7,            2.3,            0.9,            0.4,            0.3,            0.7,            1.5,            12.8          ,0,0,-1.2
310,311,Georges Niang,UTA,27,66,41,25,14.0,5.9,            2.1,            4.9,43.8,            1.4,            3.4,40.0,0.3,0.4,83.3,            0.2,            1.7,            1.9,            0.7,            0.5,            0.3,            0.1,            1.1,            9.8          ,0,0,-0.6
311,312,Marvin Williams,MIL,34,58,21,37,19.5,5.9,            2.1,            4.6,44.6,            1.0,            2.7,35.9,0.8,1.0,86.0,            0.5,            2.6,            3.2,            1.0,            0.6,            0.6,            0.5,            1.8,            14.1          ,0,0,-1.4
312,313,Wilson Chandler,BKN,33,35,16,19,21.0,5.9,            2.1,            5.2,40.4,            1.1,            3.5,30.6,0.6,0.7,87.0,            0.3,            3.8,            4.1,            1.1,            1.0,            0.5,            0.3,            2.3,            13.9          ,0,0,-3.4
313,314,Kyle Anderson,MEM,26,67,32,35,19.8,5.8,            2.3,            4.9,47.4,            0.4,            1.3,28.2,0.8,1.2,66.7,            0.9,            3.4,            4.3,            2.4,            1.0,            0.8,            0.6,            1.7,            17.6          ,0,0,-1.4
314,315,Dewayne Dedmon,ATL,30,44,17,27,17.6,5.8,            2.3,            5.8,40.0,            0.5,            2.4,20.6,0.7,0.8,83.3,            1.4,            4.3,            5.7,            0.5,            1.3,            0.6,            0.9,            3.0,            16.6          ,3,0,-0.6
315,316,PJ Dozier,DEN,23,29,18,11,14.2,5.8,            2.2,            5.4,41.4,            0.6,            1.7,34.7,0.7,1.0,72.4,            0.3,            1.6,            1.9,            2.2,            0.9,            0.5,            0.2,            1.6,            12.5          ,0,0,-2.3
316,317,DeAndre' Bembry,ATL,25,43,10,33,21.3,5.8,            2.4,            5.3,45.6,            0.3,            1.5,23.1,0.6,1.1,54.2,            0.8,            2.7,            3.5,            1.9,            1.4,            1.3,            0.4,            2.0,            16.6          ,2,0,-6.0
317,318,Anzejs Pasecniks,WAS,24,27,9,18,16.2,5.8,            2.3,            4.3,52.6,            0.0,            0.1,0.0,1.3,2.1,58.6,            1.6,            2.4,            4.0,            0.7,            0.9,            0.3,            0.4,            2.8,            13.0          ,0,0,-0.1
318,319,Wes Iwundu,ORL,25,52,23,29,18.3,5.8,            1.9,            4.5,41.6,            0.5,            1.6,34.1,1.5,1.9,80.4,            0.5,            2.1,            2.5,            1.2,            0.5,            0.5,            0.3,            1.5,            12.2          ,0,0,0.2
319,320,Maurice Harkless,NYK,27,62,39,23,23.0,5.8,            2.3,            4.6,50.2,            0.5,            1.6,34.7,0.6,1.1,59.1,            0.9,            3.0,            3.9,            1.1,            0.9,            0.9,            0.5,            2.4,            15.6          ,0,0,0.3
320,321,Skal Labissiere,ATL,24,33,14,19,17.2,5.8,            2.5,            4.5,55.1,            0.1,            0.4,23.1,0.8,1.0,75.8,            2.0,            3.2,            5.1,            1.3,            0.9,            0.2,            0.9,            2.7,            16.4          ,1,0,0.4
321,322,Dwayne Bacon,CHA,24,39,10,29,17.6,5.7,            2.2,            6.3,34.8,            0.5,            1.7,28.4,0.9,1.4,66.0,            0.4,            2.2,            2.6,            1.3,            0.9,            0.6,            0.1,            1.3,            11.8          ,0,0,-3.4
322,323,Bol Bol,DEN,20,7,2,5,12.4,5.7,            2.0,            4.0,50.0,            0.6,            1.3,44.4,1.1,1.4,80.0,            0.7,            2.0,            2.7,            0.9,            1.4,            0.3,            0.9,            1.6,            12.3          ,0,0,-3.0
323,324,Nickeil Alexander-Walker,NOP,21,47,19,28,12.6,5.7,            2.1,            5.7,36.8,            1.0,            2.8,34.6,0.5,0.8,67.6,            0.2,            1.6,            1.8,            1.9,            1.1,            0.4,            0.2,            1.2,            11.1          ,0,0,-1.2
324,325,Talen Horton-Tucker,LAL,19,6,2,4,13.5,5.7,            2.3,            5.0,46.7,            0.7,            2.2,30.8,0.3,0.7,50.0,            0.3,            0.8,            1.2,            1.0,            1.0,            1.3,            0.2,            1.7,            12.1          ,0,0,-3.0
325,326,Jakob Poeltl,SAS,24,66,30,36,17.7,5.6,            2.5,            4.0,62.4,            0.0,            0.0,0.0,0.6,1.3,46.5,            2.0,            3.7,            5.7,            1.8,            0.8,            0.6,            1.4,            1.9,            20.3          ,4,0,1.8
326,327,Darius Bazley,OKC,20,61,36,25,18.5,5.6,            2.0,            5.2,39.4,            0.8,            2.3,34.8,0.7,1.0,69.4,            0.5,            3.5,            4.0,            0.7,            0.7,            0.4,            0.7,            0.9,            13.9          ,1,0,-1.3
327,328,Damian Jones,ATL,25,55,15,40,16.1,5.6,            2.2,            3.2,68.0,            0.0,            0.2,22.2,1.1,1.5,73.8,            1.3,            2.4,            3.7,            0.6,            0.5,            0.5,            0.7,            2.7,            14.1          ,0,0,-4.7
328,329,Jalen McDaniels,CHA,22,16,7,9,18.3,5.6,            2.1,            4.4,47.1,            0.6,            1.5,37.5,0.9,1.1,82.4,            0.9,            3.1,            4.1,            0.8,            0.7,            0.5,            0.2,            2.3,            13.0          ,0,0,-1.4
329,330,Justin Jackson,DAL,25,65,39,26,16.1,5.5,            2.1,            5.2,39.6,            0.7,            2.5,29.4,0.6,0.8,84.0,            0.4,            2.0,            2.4,            0.8,            0.2,            0.2,            0.2,            1.1,            10.5          ,0,0,0.1
330,331,John Henson,DET,29,40,8,32,15.0,5.5,            2.4,            4.3,55.6,            0.2,            0.9,22.2,0.6,1.2,50.0,            1.2,            2.9,            4.1,            1.4,            0.9,            0.6,            1.1,            2.0,            16.5          ,1,0,-0.5
331,332,Dennis Smith Jr.,NYK,22,34,7,27,15.8,5.5,            2.1,            6.2,34.1,            0.5,            1.6,29.6,0.8,1.6,50.9,            0.6,            1.7,            2.3,            2.9,            1.7,            0.8,            0.2,            1.9,            14.0          ,0,0,-5.7
332,333,Solomon Hill,MIA,29,59,29,30,18.4,5.5,            1.9,            4.7,39.6,            1.1,            2.9,36.8,0.7,0.9,74.1,            0.5,            2.3,            2.8,            1.8,            0.9,            0.7,            0.2,            1.4,            13.4          ,0,0,-1.3
333,334,Alex Caruso,LAL,26,64,48,16,18.4,5.5,            1.9,            4.5,41.2,            0.6,            1.9,33.3,1.1,1.5,73.4,            0.3,            1.7,            1.9,            1.9,            0.8,            1.1,            0.3,            1.5,            14.0          ,0,0,3.8
334,335,Garrison Mathews,WAS,23,18,8,10,12.6,5.4,            1.3,            3.1,42.9,            1.1,            2.6,41.3,1.7,1.9,91.2,            0.3,            1.0,            1.3,            0.6,            0.4,            0.4,            0.1,            1.8,            8.9          ,0,0,1.9
335,336,Torrey Craig,DEN,29,58,38,20,18.5,5.4,            2.1,            4.6,46.1,            0.8,            2.4,32.6,0.4,0.6,61.1,            1.1,            2.2,            3.3,            0.8,            0.4,            0.4,            0.6,            2.3,            13.2          ,2,0,-3.0
336,337,Robin Lopez,MIL,32,66,51,15,14.5,5.4,            2.2,            4.5,49.2,            0.5,            1.6,33.3,0.4,0.8,52.8,            0.8,            1.6,            2.4,            0.7,            1.0,            0.2,            0.7,            1.5,            10.9          ,0,0,0.1
337,338,Pat Connaughton,MIL,27,67,53,14,18.6,5.4,            2.0,            4.5,45.5,            0.8,            2.5,33.1,0.5,0.6,77.5,            0.9,            3.3,            4.2,            1.6,            0.8,            0.4,            0.5,            1.0,            14.6          ,0,0,1.2
338,339,Mo Bamba,ORL,22,62,30,32,14.2,5.4,            2.1,            4.6,46.2,            0.6,            1.7,34.6,0.5,0.7,67.4,            1.6,            3.3,            4.9,            0.7,            0.7,            0.4,            1.4,            1.9,            16.8          ,2,0,0.3
339,340,Luka Samanic,SAS,20,3,1,2,16.1,5.3,            1.7,            5.3,31.3,            1.0,            2.7,37.5,1.0,1.3,75.0,            0.3,            3.0,            3.3,            2.0,            0.7,            0.0,            0.7,            2.0,            13.7          ,0,0,1.7
340,341,Juan Toscano-Anderson,GSW,27,13,3,10,20.9,5.3,            2.2,            4.8,46.0,            0.6,            1.8,34.8,0.2,0.4,60.0,            0.7,            3.3,            4.0,            2.0,            1.2,            1.0,            0.4,            2.3,            16.0          ,0,0,-6.1
341,342,David Nwaba,HOU,27,20,8,12,13.4,5.2,            1.9,            3.6,52.1,            0.6,            1.4,42.9,0.9,1.4,66.7,            0.4,            1.9,            2.3,            0.4,            0.4,            0.6,            0.6,            1.6,            11.6          ,0,0,1.8
342,343,Robert Williams III,BOS,22,29,19,10,13.4,5.2,            2.2,            3.0,72.7,            0.0,            0.0,0.0,0.8,1.2,64.7,            1.4,            3.0,            4.4,            0.9,            0.7,            0.8,            1.2,            1.8,            17.0          ,0,0,1.2
343,344,Daniel Gafford,CHI,21,43,15,28,14.2,5.1,            2.2,            3.1,70.1,            0.0,            0.0,0.0,0.7,1.4,53.3,            1.2,            1.3,            2.5,            0.5,            0.7,            0.3,            1.3,            2.3,            12.9          ,0,0,-0.7
344,345,Sterling Brown,MIL,25,52,39,13,14.7,5.1,            1.8,            4.9,37.1,            0.8,            2.6,32.4,0.6,0.8,80.0,            0.6,            2.9,            3.5,            1.0,            0.8,            0.6,            0.1,            1.0,            12.1          ,1,0,1.3
345,346,Raul Neto,PHI,28,54,29,25,12.4,5.1,            1.9,            4.1,45.5,            0.6,            1.6,38.6,0.7,0.9,83.0,            0.2,            0.9,            1.1,            1.8,            0.9,            0.4,            0.1,            0.9,            9.9          ,0,0,0.7
346,347,Quinn Cook,LAL,27,44,31,13,11.5,5.1,            2.1,            4.9,42.5,            0.7,            1.9,36.5,0.3,0.3,78.6,            0.3,            0.9,            1.2,            1.1,            0.8,            0.3,            0.0,            0.6,            8.4          ,0,0,1.3
347,348,Wayne Ellington,NYK,32,36,9,27,15.5,5.1,            1.7,            4.8,35.1,            1.4,            4.0,35.0,0.3,0.4,84.6,            0.1,            1.7,            1.8,            1.2,            0.5,            0.4,            0.1,            1.1,            10.0          ,0,0,-0.5
348,349,Chris Chiozza,BKN,24,28,14,14,14.3,5.1,            2.0,            5.0,39.3,            1.0,            2.6,37.5,0.2,0.2,100,            0.3,            1.6,            1.9,            3.0,            1.1,            0.8,            0.1,            1.3,            13.3          ,1,0,3.3
349,350,Jerome Robinson,WAS,23,63,36,27,15.5,5.1,            1.8,            4.9,37.1,            0.8,            2.4,32.0,0.6,0.9,70.2,            0.2,            1.8,            2.0,            1.4,            0.8,            0.4,            0.3,            1.8,            11.0          ,0,0,-0.5
350,351,Isaac Bonga,WAS,20,66,22,44,18.9,5.0,            1.8,            3.5,50.4,            0.4,            1.1,35.2,1.0,1.3,81.2,            1.1,            2.3,            3.4,            1.2,            0.9,            0.7,            0.3,            2.4,            12.9          ,0,0,-0.5
351,351,Jamal Crawford,BKN,40,1,1,0,6.0,5.0,            2.0,            4.0,50.0,            1.0,            2.0,50.0,0.0,0.0,0.0,            0.0,            0.0,            0.0,            3.0,            0.0,            0.0,            0.0,            1.0,            9.5          ,0,0,4.0
352,351,Kadeem Allen,NYK,27,10,3,7,11.7,5.0,            1.9,            4.4,43.2,            0.5,            1.6,31.3,0.7,1.1,63.6,            0.2,            0.7,            0.9,            2.1,            0.8,            0.5,            0.2,            0.7,            10.5          ,0,0,-2.1
353,354,Vince Carter,ATL,43,60,19,41,14.6,5.0,            1.8,            5.1,35.2,            1.0,            3.4,30.2,0.4,0.5,79.3,            0.3,            1.8,            2.1,            0.8,            0.6,            0.4,            0.4,            1.5,            10.5          ,0,0,-2.1
354,355,Cody Martin,CHA,24,48,16,32,18.8,5.0,            1.9,            4.3,43.0,            0.4,            1.6,23.4,0.9,1.4,64.6,            0.8,            2.5,            3.3,            2.0,            0.9,            0.8,            0.2,            1.6,            14.0          ,0,0,-1.4
355,356,Patrick Patterson,LAC,31,59,39,20,13.2,4.9,            1.6,            3.9,40.8,            1.1,            2.9,39.0,0.6,0.7,81.4,            0.6,            2.0,            2.6,            0.7,            0.4,            0.1,            0.1,            0.9,            9.2          ,1,0,0.8
356,357,Jevon Carter,PHX,24,58,29,29,16.3,4.9,            1.7,            4.2,41.6,            1.1,            2.5,42.5,0.4,0.5,85.2,            0.5,            1.5,            2.0,            1.4,            0.6,            0.8,            0.3,            1.5,            12.3          ,0,0,-0.2
357,358,Matt Thomas,TOR,25,41,31,10,10.7,4.9,            1.8,            3.7,48.7,            1.1,            2.4,47.5,0.2,0.3,75.0,            0.2,            1.3,            1.5,            0.5,            0.4,            0.2,            0.0,            0.9,            7.9          ,0,0,1.6
358,359,Tony Bradley,UTA,22,58,36,22,11.4,4.9,            2.2,            3.3,66.7,            0.1,            0.1,100,0.5,0.8,65.2,            1.9,            2.7,            4.6,            0.4,            0.5,            0.2,            0.6,            2.0,            12.9          ,1,0,-0.2
359,360,Edmond Sumner,IND,24,31,16,15,14.4,4.9,            2.0,            4.6,43.0,            0.5,            1.7,26.4,0.5,0.9,55.2,            0.4,            1.1,            1.5,            1.8,            0.7,            0.5,            0.3,            1.4,            11.0          ,0,0,-0.9
360,361,Chris Clemons,HOU,22,33,19,14,8.8,4.9,            1.7,            4.3,40.1,            1.1,            3.2,34.6,0.3,0.3,90.9,            0.1,            0.8,            0.9,            0.8,            0.6,            0.3,            0.2,            0.8,            8.0          ,0,0,-1.9
361,362,Drew Eubanks,SAS,23,22,13,9,12.4,4.9,            2.0,            3.0,64.2,            0.0,            0.0,100,0.9,1.2,76.9,            1.3,            2.6,            3.9,            0.7,            1.0,            0.2,            0.8,            1.7,            12.6          ,0,0,-3.2
362,363,Shaquille Harrison,CHI,26,43,14,29,11.3,4.9,            1.8,            3.8,46.7,            0.4,            1.0,38.1,0.9,1.2,78.0,            0.5,            1.5,            2.0,            1.1,            0.4,            0.8,            0.4,            1.3,            12.2          ,1,0,1.4
363,364,Mario Hezonja,POR,25,53,24,29,16.4,4.8,            1.7,            4.1,42.2,            0.5,            1.5,30.8,0.9,1.1,81.4,            0.6,            2.9,            3.5,            0.9,            0.8,            0.7,            0.2,            2.0,            12.2          ,1,0,-3.3
364,365,Mike Muscala,OKC,28,47,26,21,12.2,4.8,            1.6,            4.0,40.7,            1.1,            3.0,37.8,0.4,0.5,81.8,            0.3,            2.0,            2.3,            0.9,            0.4,            0.2,            0.3,            1.2,            9.8          ,0,0,-0.4
365,366,Dzanan Musa,BKN,21,40,20,20,12.2,4.8,            1.6,            4.3,37.2,            0.5,            2.0,24.4,1.1,1.5,75.0,            0.5,            1.6,            2.2,            1.1,            0.9,            0.4,            0.0,            0.8,            9.3          ,0,0,-0.6
366,367,Justin Wright-Foreman,UTA,22,4,1,3,11.3,4.8,            1.8,            5.0,35.0,            0.5,            2.5,20.0,0.8,1.0,75.0,            0.0,            1.3,            1.3,            1.8,            0.8,            0.5,            0.0,            1.3,            9.6          ,0,0,-7.5
367,368,Matisse Thybulle,PHI,23,65,40,25,19.8,4.7,            1.7,            4.1,42.3,            0.9,            2.4,35.7,0.4,0.6,61.0,            0.7,            1.0,            1.6,            1.2,            0.8,            1.4,            0.7,            2.2,            14.2          ,0,0,0.6
368,369,Thon Maker,DET,23,60,20,40,12.9,4.7,            1.6,            3.2,48.2,            0.4,            1.1,34.4,1.2,1.8,66.4,            0.9,            1.9,            2.8,            0.7,            0.8,            0.4,            0.7,            1.7,            11.5          ,2,0,-2.4
369,370,Cheick Diallo,PHX,23,47,20,27,10.2,4.7,            2.0,            3.0,64.8,            0.0,            0.1,33.3,0.7,0.8,87.2,            0.6,            2.1,            2.8,            0.5,            0.7,            0.2,            0.3,            1.2,            9.5          ,1,0,-1.0
370,371,Isaiah Hartenstein,HOU,22,23,16,7,11.6,4.7,            1.9,            2.9,65.7,            0.0,            0.2,0.0,0.8,1.2,67.9,            1.3,            2.7,            3.9,            0.8,            0.7,            0.4,            0.5,            1.8,            12.6          ,2,0,1.7
371,372,Allen Crabbe,MIN,28,37,5,32,17.6,4.6,            1.7,            4.8,35.6,            1.0,            3.2,30.3,0.3,0.4,71.4,            0.3,            1.8,            2.1,            0.9,            0.5,            0.4,            0.1,            1.3,            9.6          ,0,0,-6.0
372,373,Patrick McCaw,TOR,24,37,27,10,24.5,4.6,            1.8,            4.4,41.4,            0.6,            1.9,32.4,0.4,0.5,72.2,            0.5,            1.8,            2.3,            2.1,            0.8,            1.1,            0.1,            1.6,            13.3          ,1,0,0.1
373,374,JaKarr Sampson,IND,27,34,21,13,13.8,4.6,            2.0,            3.4,59.1,            0.1,            0.4,15.4,0.5,0.8,66.7,            0.6,            2.0,            2.6,            0.6,            0.4,            0.5,            0.4,            1.9,            10.7          ,0,0,0.6
374,375,Rodions Kurucs,BKN,22,47,18,29,14.5,4.6,            1.7,            3.8,44.6,            0.7,            1.9,36.7,0.5,0.8,63.2,            0.5,            2.4,            2.9,            1.1,            1.0,            0.5,            0.1,            1.9,            10.6          ,0,0,-0.6
375,376,Andre Iguodala,MIA,36,21,10,11,19.9,4.6,            1.8,            4.2,43.2,            0.7,            2.2,29.8,0.3,0.7,40.0,            0.8,            2.9,            3.7,            2.4,            1.2,            0.7,            1.0,            1.7,            16.4          ,0,0,-1.2
376,377,Alfonzo McKinnie,CLE,27,40,11,29,14.8,4.6,            1.8,            4.3,42.7,            0.4,            1.6,21.5,0.6,0.8,71.0,            0.9,            1.9,            2.8,            0.4,            0.7,            0.6,            0.2,            1.8,            10.1          ,1,0,-2.3
377,378,Dante Exum,CLE,24,35,10,25,13.9,4.5,            1.6,            3.4,47.1,            0.4,            1.2,34.9,0.9,1.2,74.4,            0.3,            1.6,            1.9,            1.1,            0.9,            0.4,            0.2,            1.1,            9.5          ,0,0,-3.1
378,379,Jerian Grant,WAS,27,6,1,5,13.4,4.5,            1.7,            4.5,37.0,            0.3,            1.3,25.0,0.8,1.2,71.4,            0.3,            0.7,            1.0,            1.5,            0.5,            0.2,            0.2,            1.8,            8.5          ,0,0,-0.5
379,379,Ryan Arcidiacono,CHI,26,58,21,37,16.0,4.5,            1.6,            3.8,40.9,            0.9,            2.4,39.1,0.5,0.7,71.1,            0.3,            1.6,            1.9,            1.7,            0.6,            0.5,            0.1,            1.7,            10.2          ,0,0,-1.4
380,381,Courtney Lee,DAL,34,24,15,9,14.4,4.5,            1.7,            3.4,48.8,            0.9,            2.0,44.7,0.3,0.3,85.7,            0.3,            1.0,            1.3,            0.5,            0.5,            0.8,            0.3,            1.4,            9.4          ,0,0,1.6
381,382,Treveon Graham,ATL,26,55,21,34,16.9,4.4,            1.6,            4.4,36.0,            0.6,            2.2,27.5,0.7,1.0,64.3,            0.9,            1.8,            2.7,            0.8,            0.5,            0.4,            0.1,            1.9,            10.0          ,0,0,-2.7
382,383,Khem Birch,ORL,27,48,19,29,19.2,4.4,            1.5,            3.0,51.0,            0.0,            0.0,0.0,1.4,2.1,65.3,            1.9,            2.7,            4.6,            1.0,            0.6,            0.4,            0.5,            1.9,            13.5          ,0,0,-2.7
383,384,Jacob Evans,MIN,23,29,8,21,14.4,4.4,            1.6,            4.6,33.6,            0.4,            1.3,33.3,0.9,1.0,86.2,            0.3,            1.1,            1.4,            1.1,            0.9,            0.4,            0.4,            1.4,            9.2          ,0,0,-3.5
384,385,Nicolas Claxton,BKN,21,15,5,10,12.5,4.4,            1.8,            3.2,56.3,            0.1,            0.5,14.3,0.7,1.4,52.4,            1.3,            1.7,            2.9,            1.1,            0.6,            0.1,            0.5,            0.9,            10.7          ,0,0,-4.5
385,386,Ante Zizic,CLE,23,22,4,18,10.0,4.4,            1.9,            3.3,56.9,            0.0,            0.0,0.0,0.6,0.9,73.7,            0.8,            2.2,            3.0,            0.3,            0.5,            0.3,            0.2,            1.2,            9.6          ,1,0,0.6
386,387,Yogi Ferrell,SAC,27,50,20,30,10.6,4.4,            1.6,            3.8,42.0,            0.5,            1.6,30.4,0.7,0.8,85.7,            0.1,            0.9,            1.0,            1.4,            0.6,            0.4,            0.1,            0.8,            8.4          ,0,0,-0.3
387,388,Al-Farouq Aminu,ORL,29,18,7,11,21.1,4.3,            1.4,            4.8,29.1,            0.5,            2.0,25.0,1.1,1.6,65.5,            1.3,            3.5,            4.8,            1.2,            0.9,            1.0,            0.4,            1.5,            15.3          ,1,0,-1.9
388,388,Donta Hall,BKN,22,9,4,5,14.8,4.3,            1.7,            2.4,68.2,            0.0,            0.0,0.0,1.0,2.0,50.0,            1.6,            2.7,            4.2,            0.4,            0.6,            0.3,            0.7,            2.6,            12.5          ,0,0,-3.9
389,390,Bruno Fernando,ATL,21,56,18,38,12.7,4.3,            1.8,            3.6,51.8,            0.1,            0.7,13.5,0.5,0.9,56.9,            1.2,            2.3,            3.5,            0.9,            0.8,            0.3,            0.3,            1.9,            11.0          ,1,0,-1.7
390,391,Troy Daniels,DEN,28,47,34,13,11.3,4.3,            1.5,            4.0,38.7,            1.0,            2.8,34.8,0.2,0.3,62.5,            0.3,            0.9,            1.1,            0.4,            0.3,            0.2,            0.1,            0.8,            6.8          ,0,0,0.1
391,392,Alen Smailagic,GSW,19,14,1,13,9.9,4.2,            1.4,            2.9,50.0,            0.2,            0.9,23.1,1.1,1.4,84.2,            0.7,            1.2,            1.9,            0.9,            0.8,            0.2,            0.3,            1.0,            8.6          ,0,0,-0.6
392,393,Ryan Broekhoff,PHI,29,17,10,7,10.6,4.2,            1.3,            3.5,37.3,            1.2,            3.0,39.2,0.4,0.5,87.5,            0.3,            2.2,            2.5,            0.6,            0.4,            0.3,            0.2,            0.9,            9.4          ,0,0,0.5
393,394,Iman Shumpert,BKN,30,13,9,4,18.5,4.2,            1.6,            4.9,32.8,            0.6,            2.5,24.2,0.3,0.5,57.1,            0.7,            1.9,            2.6,            0.9,            0.8,            0.9,            0.2,            1.6,            11.1          ,0,0,-4.0
394,395,Elie Okobo,PHX,22,55,23,32,13.1,4.0,            1.3,            3.3,39.8,            0.5,            1.3,35.2,0.9,1.3,70.4,            0.3,            1.3,            1.6,            2.1,            0.7,            0.4,            0.1,            1.0,            9.9          ,0,0,-1.2
395,396,Marko Guduric,MEM,25,44,19,25,11.0,3.9,            1.4,            3.6,39.5,            0.6,            1.9,30.1,0.5,0.6,92.3,            0.3,            1.3,            1.7,            1.0,            0.8,            0.3,            0.2,            0.8,            8.0          ,0,0,-0.6
396,397,Terrance Ferguson,OKC,22,56,33,23,22.5,3.9,            1.4,            3.9,35.5,            0.9,            3.0,29.2,0.3,0.4,75.0,            0.4,            0.9,            1.3,            0.9,            0.6,            0.5,            0.3,            2.8,            8.7          ,0,0,-2.6
397,398,Cristiano Felicio,CHI,27,22,6,16,17.5,3.9,            1.5,            2.5,63.0,            0.0,            0.1,0.0,0.8,1.0,78.3,            2.5,            2.1,            4.6,            0.7,            0.8,            0.5,            0.1,            1.5,            11.4          ,0,0,-2.6
398,399,Gary Payton II,WAS,27,29,13,16,14.9,3.9,            1.7,            4.0,41.4,            0.4,            1.6,28.3,0.1,0.3,50.0,            0.9,            1.9,            2.8,            1.7,            0.7,            1.1,            0.2,            1.9,            13.1          ,1,0,-4.8
399,400,DaQuan Jeffries,SAC,22,13,4,9,10.9,3.8,            1.5,            3.1,50.0,            0.4,            1.4,27.8,0.4,0.5,83.3,            0.2,            1.2,            1.4,            0.5,            0.2,            0.3,            0.1,            1.5,            7.3          ,0,0,0.2
400,401,Jaylen Nowell,MIN,20,15,2,13,10.1,3.8,            1.3,            3.5,35.8,            0.2,            1.7,11.5,1.1,1.1,94.1,            0.2,            0.7,            0.9,            1.3,            0.2,            0.2,            0.1,            0.7,            7.3          ,0,0,0.7
401,402,Gary Clark,ORL,25,42,23,19,13.5,3.7,            1.3,            3.2,40.6,            0.9,            2.6,35.1,0.2,0.2,90.0,            0.9,            1.7,            2.6,            0.4,            0.2,            0.1,            0.5,            1.1,            9.2          ,0,0,-1.3
402,403,Noah Vonleh,DEN,24,36,13,23,10.5,3.7,            1.4,            2.6,56.5,            0.1,            0.4,20.0,0.7,0.9,78.1,            1.0,            2.4,            3.4,            0.8,            0.6,            0.3,            0.2,            1.1,            9.8          ,0,0,-1.5
403,404,Anthony Tolliver,MEM,35,55,24,31,15.9,3.6,            1.2,            3.3,35.7,            0.9,            2.6,33.8,0.4,0.5,72.4,            0.6,            2.2,            2.8,            0.8,            0.6,            0.3,            0.2,            1.3,            9.2          ,1,0,-1.9
404,404,Theo Pinson,NYK,24,33,15,18,11.1,3.6,            1.4,            4.7,29.0,            0.5,            2.4,18.8,0.5,0.5,93.8,            0.3,            1.3,            1.6,            1.7,            1.0,            0.5,            0.1,            1.1,            9.1          ,0,0,-1.2
405,404,Tremont Waters,BOS,22,11,8,3,10.8,3.6,            1.3,            4.5,28.6,            0.4,            2.2,16.7,0.7,0.7,100,            0.0,            1.1,            1.1,            1.5,            1.4,            0.9,            0.2,            1.2,            9.0          ,0,0,1.8
406,407,DeMarre Carroll,HOU,33,24,10,14,12.1,3.6,            1.0,            2.8,37.9,            0.3,            1.4,24.2,1.2,1.8,69.0,            0.5,            1.8,            2.3,            1.0,            0.7,            0.3,            0.2,            1.3,            8.9          ,0,0,-0.1
407,408,D.J. Wilson,MIL,24,37,29,8,9.8,3.6,            1.4,            3.6,39.4,            0.5,            2.0,24.7,0.3,0.5,61.1,            0.3,            2.2,            2.5,            0.7,            0.5,            0.1,            0.1,            0.9,            7.7          ,0,0,-1.3
408,409,Tim Frazier,DET,29,27,9,18,13.1,3.6,            1.3,            3.5,36.2,            0.4,            1.1,33.3,0.7,0.9,79.2,            0.3,            0.9,            1.2,            3.4,            1.3,            0.5,            0.1,            1.6,            10.9          ,0,0,-2.0
409,410,Nicolas Batum,CHA,31,22,6,16,23.0,3.6,            1.3,            3.7,34.6,            0.6,            2.2,28.6,0.4,0.5,90.0,            1.1,            3.4,            4.5,            3.0,            1.0,            0.8,            0.4,            1.9,            16.0          ,0,0,-2.2
410,411,Nassir Little,POR,20,48,22,26,11.9,3.6,            1.4,            3.1,43.0,            0.3,            1.2,23.7,0.6,0.9,63.6,            0.6,            1.6,            2.3,            0.5,            0.3,            0.3,            0.3,            1.5,            8.3          ,1,0,-1.1
411,412,Kyle O'Quinn,PHI,30,29,18,11,10.8,3.5,            1.4,            2.9,49.4,            0.2,            0.9,25.9,0.4,0.7,55.0,            1.2,            2.8,            4.0,            1.8,            0.7,            0.2,            0.8,            1.3,            13.5          ,2,0,-1.1
412,413,Mfiondu Kabengele,LAC,22,12,9,3,5.4,3.5,            1.2,            2.7,43.8,            0.8,            1.7,45.0,0.4,0.4,100,            0.1,            0.8,            0.9,            0.2,            0.2,            0.2,            0.2,            0.8,            5.7          ,0,0,-0.1
413,413,Miye Oni,UTA,22,10,5,5,10.9,3.5,            1.2,            3.2,37.5,            0.7,            1.9,36.8,0.4,0.5,80.0,            0.5,            1.2,            1.7,            0.4,            0.4,            0.4,            0.2,            0.9,            7.5          ,0,0,-1.6
414,415,Kenrich Williams,NOP,25,39,12,27,21.3,3.5,            1.3,            3.8,34.7,            0.6,            2.5,25.8,0.2,0.7,34.6,            1.3,            3.5,            4.8,            1.5,            0.6,            0.7,            0.5,            2.3,            14.5          ,0,0,-0.7
415,416,Grant Williams,BOS,21,69,47,22,15.1,3.4,            1.3,            3.1,41.2,            0.3,            1.4,25.0,0.6,0.8,72.2,            0.9,            1.7,            2.6,            1.0,            0.7,            0.4,            0.5,            2.4,            10.2          ,0,0,1.9
416,417,Lance Thomas,BKN,32,7,4,3,14.0,3.4,            1.1,            3.3,34.8,            0.6,            1.9,30.8,0.6,0.6,100,            0.3,            1.6,            1.9,            0.9,            0.9,            0.0,            0.0,            1.6,            6.1          ,0,0,-7.9
